contrast,split,source_model,target_model,index,audio,query,delta_iou,source_prediction,target_prediction,ground_truth
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,131,OZVfvDBbwdI_556_587.wav,kid speaking,-0.002339995730898603,"[[5.701, 17.624], [21.624, 26.402]]","[[5.701, 17.701], [21.601, 26.401]]","[[9.3, 17.5], [21.5, 26.7], [5.6, 6.7]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,151,aISXCw0Pi94_33_93.wav,people clapping,-0.013888888888889117,"[[27.0, 28.0], [34.9, 36.0]]","[[27.0, 29.0]]","[[26.3, 29.9], [34.6, 38.2]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,156,ATv_bcvl_68_0_60.wav,people eating,-0.024913245656785987,"[[36.302, 39.0], [52.6, 59.9]]","[[36.0, 39.0], [52.65, 59.9]]","[[52.4, 60.0]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,175,k-dhOJF2MuY_280_325.wav,people whispering,-0.11539565631748586,"[[1.601, 2.601], [11.701, 23.5], [27.3, 29.0], [30.8, 34.5], [36.9, 39.5], [41.2, 44.9]]","[[1.601, 2.601], [11.701, 12.701], [14.601, 15.601], [19.0, 21.0], [22.201, 23.201], [27.3, 28.3], [30.701, 34.5]]","[[14.9, 23.7]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,184,Tm4ZJWTQXng_0_90.wav,playing banjo,-0.004783404570983252,"[[0.0, 18.802]]","[[0.0, 18.902]]","[[1.1, 18.1]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,195,6BmPZifNZos_30_90.wav,playing drum kit,-0.004824561403508731,"[[30.902, 41.0]]","[[30.957, 41.0]]","[[30.2, 41.6]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,205,bRZ1EDf2ybU_0_90.wav,playing harp,-0.005791926735533304,"[[31.51, 50.01]]","[[31.51, 50.51]]","[[31.2, 50.2]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,235,3dwMzERxpRw_640_720.wav,rope skipping,-0.14,"[[62.0, 64.5]]","[[62.0, 65.0]]","[[62.4, 64.5]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,240,8vsdnrrnWZA_190_250.wav,sea waves,-0.12345679012345678,"[[15.0, 23.0]]","[[15.0, 22.0]]","[[15.2, 23.1]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,242,eyOPSZ9mFz0_210_260.wav,sheep bleating,-0.2628272290171401,"[[10.902, 13.51], [19.457, 20.457]]","[[10.902, 20.902], [37.957, 39.068]]","[[11.4, 13.6], [19.5, 20.5], [38.1, 39.2]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,288,WN4IoK7ecAU_300_380.wav,playing acoustic guitar,-0.04055693985043152,"[[32.51, 46.01], [48.965, 50.01], [53.51, 55.01], [58.51, 60.01], [63.51, 65.01], [67.51, 69.01], [72.51, 75.0]]","[[32.51, 46.01], [48.51, 50.01], [53.51, 56.01], [58.51, 60.01], [62.51, 65.01], [67.51, 69.01], [72.51, 75.0]]","[[33.1, 36.0], [38.1, 41.6], [42.6, 45.9]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,298,vqOmk5fQM68_190_240.wav,playing clarinet,-0.023097725879229314,"[[23.701, 25.0], [39.601, 40.601], [48.5, 49.5]]","[[23.75, 25.0], [39.624, 40.624], [48.5, 49.5]]","[[23.6, 24.9], [39.6, 40.5], [48.9, 49.9]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,306,hNKFL02U8W4_120_180.wav,playing erhu,-0.049836378025925665,"[[30.0, 34.0], [50.902, 53.5]]","[[30.0, 34.0], [50.902, 53.0]]","[[30.2, 31.5], [33.2, 34.2], [51.0, 53.4]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,312,hpvneTcHaEI_20_80.wav,playing harmonica,-0.0649122807017542,"[[10.0, 11.0], [15.0, 16.0], [20.0, 21.0], [25.0, 26.0], [33.0, 34.0], [47.0, 48.0]]","[[10.0, 11.0], [15.0, 16.0], [20.0, 21.0], [25.0, 26.0], [30.0, 31.0], [35.0, 36.0], [40.0, 41.0]]","[[33.0, 35.6]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,327,txKxk6S4IvQ_15_75.wav,playing tabla,-0.021588238830174578,"[[0.0, 3.0], [29.65, 35.0], [41.701, 44.0], [52.701, 53.701], [59.201, 60.0]]","[[0.0, 3.0], [29.65, 35.0], [41.65, 44.0], [52.75, 53.75], [59.5, 60.0]]","[[0.0, 3.4], [42.0, 43.8], [52.6, 55.6], [59.2, 60.0]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,331,Ymt3UbVPBm4_126_186.wav,playing trombone,-0.0180443416862556,"[[47.457, 51.0], [55.846, 58.846]]","[[47.457, 51.0], [55.5, 58.5]]","[[57.3, 58.6]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,332,uDbZvKBd-sk_90_150.wav,playing trombone,-0.0007246242134760772,"[[52.791, 56.51]]","[[52.791, 56.513]]","[[52.7, 56.3]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,335,fBgbJcDjsLs_25_68.wav,playing trumpet,-0.029656607700312865,"[[20.874, 24.238], [33.238, 36.874]]","[[20.874, 24.374], [33.238, 36.51]]","[[20.9, 24.9], [33.5, 36.9]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,339,28YVOGk5uGY_0_60.wav,playing violin,-0.0021350762527233003,"[[0.0, 5.0], [45.902, 50.902]]","[[0.0, 5.0], [45.902, 51.0]]","[[46.2, 48.4]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,344,KT-rYg9B_CM_420_480.wav,skateboarding,-0.01022727272727264,"[[6.51, 9.01]]","[[6.51, 8.965]]","[[6.2, 10.6]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,368,YJ2O7vQfeiE_155_215.wav,playing erhu,-0.20862993395954121,"[[46.791, 51.791], [54.457, 58.457]]","[[46.791, 58.846]]","[[46.8, 51.6], [54.3, 58.1]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,375,T6B1r0-CYf0_70_160.wav,hammering nails,-0.04237671470948148,"[[16.902, 17.902], [38.01, 39.01], [58.238, 59.238], [81.51, 82.51]]","[[16.902, 17.902], [23.51, 24.51], [38.238, 39.238], [58.238, 59.238], [81.51, 82.51]]","[[81.4, 82.4]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,376,T6B1r0-CYf0_154_204.wav,hammering nails,-0.11991327487474504,"[[1.5, 2.5], [8.0, 9.0], [13.0, 14.0], [18.0, 19.0], [22.0, 23.0], [44.0, 45.0], [46.5, 47.5]]","[[1.51, 2.51], [8.374, 9.374], [13.01, 14.01], [18.01, 19.01], [22.01, 23.01], [44.01, 45.01]]","[[7.7, 8.6], [12.3, 13.3], [43.4, 47.3]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,385,ckHzSVkWpII_90_135.wav,playing cornet,-0.08776017749811404,"[[15.231, 16.231], [21.231, 23.0], [37.731, 41.231]]","[[15.0, 16.0], [21.0, 23.0], [37.7, 41.0]]","[[15.3, 16.4], [21.3, 22.8], [37.7, 41.1]]"
SetPO_minus_equal_updates,public,continue_rbee_seed2,setpo_seed2,398,zbWFCrbyMYQ_20_105.wav,people crowd,-0.15065983279277745,"[[0.0, 2.0], [29.701, 31.701], [38.5, 40.5], [50.5, 52.5], [76.5, 79.5]]","[[0.0, 2.0], [29.902, 31.902], [39.0, 40.0], [50.0, 51.0], [56.0, 57.0], [76.0, 77.0], [80.0, 81.0]]","[[1.4, 2.7], [29.5, 31.5], [48.7, 50.4], [76.3, 79.8]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,0,esc_test_10000_v0.wav,crying baby followed by dog,-0.2926829268292682,"[[1.5, 11.5]]","[[1.5, 8.5]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,2,esc_test_10000_v0.wav,"crying baby, and then dog",-0.3414634146341463,"[[1.5, 11.5]]","[[1.5, 8.0]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,3,esc_test_10000_v0.wav,"dog, and then crying baby",-0.04878048780487798,"[[15.0, 25.0]]","[[15.5, 25.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,12,esc_test_10001_v1.wav,crying baby followed by keyboard typing,-0.01834663897362665,"[[17.7, 28.3]]","[[17.7, 28.5]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,17,esc_test_10002_v0.wav,sea waves followed by rooster,-0.25847743094543,"[[6.75, 11.75], [14.75, 19.75], [20.0, 25.0]]","[[6.75, 22.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,19,esc_test_10002_v0.wav,"sea waves, and then rooster",-0.29268292682926833,"[[14.75, 25.0]]","[[14.75, 22.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,21,esc_test_10002_v1.wav,sea waves followed by rooster,-0.006632114786094712,"[[2.0, 9.75]]","[[1.97, 9.701]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,32,esc_test_10004_v0.wav,clapping followed by keyboard typing,-0.2243902439024391,"[[1.5, 11.5]]","[[1.5, 9.2]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,33,esc_test_10004_v0.wav,keyboard typing followed by clapping,-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,34,esc_test_10004_v0.wav,"clapping, and then keyboard typing",-0.2243902439024391,"[[1.5, 11.5]]","[[1.5, 9.2]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,35,esc_test_10004_v0.wav,"keyboard typing, and then clapping",-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,40,esc_test_10005_v0.wav,dog followed by fireworks,-0.4783783783783784,"[[1.5, 11.75]]","[[2.1, 20.0]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,41,esc_test_10005_v0.wav,fireworks followed by dog,-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,42,esc_test_10005_v0.wav,"dog, and then fireworks",-0.14222222222222214,"[[1.5, 11.75]]","[[2.1, 12.75]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,43,esc_test_10005_v0.wav,"fireworks, and then dog",-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,49,esc_test_10006_v0.wav,sea waves followed by clapping,-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,51,esc_test_10006_v0.wav,"sea waves, and then clapping",-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,69,esc_test_10008_v1.wav,vacuum cleaner followed by crying baby,-0.031818181818181746,"[[2.0, 12.65]]","[[1.97, 12.97]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,71,esc_test_10008_v1.wav,"vacuum cleaner, and then crying baby",-0.004672897196261627,"[[2.0, 12.65]]","[[1.97, 12.67]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,87,esc_test_10010_v1.wav,"vacuum cleaner, and then fireworks",-0.4928571428571429,"[[2.0, 12.65]]","[[2.0, 12.65], [17.65, 28.0]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,93,esc_test_10011_v1.wav,vacuum cleaner followed by clapping,-0.006452819601608484,"[[2.0, 12.65]]","[[1.957, 12.624]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,95,esc_test_10011_v1.wav,"vacuum cleaner, and then clapping",-0.006452819601608484,"[[2.0, 12.65]]","[[1.957, 12.624]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,96,esc_test_10012_v0.wav,fireworks followed by rooster,-0.09756097560975618,"[[1.5, 10.15]]","[[1.5, 9.15]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,98,esc_test_10012_v0.wav,"fireworks, and then rooster",-0.09756097560975618,"[[1.5, 10.15]]","[[1.5, 9.15]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,109,esc_test_10013_v1.wav,clapping followed by chainsaw,-1.0,"[[2.0, 12.65]]","[[23.3, 28.3]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,126,esc_test_10015_v1.wav,"chainsaw, and then keyboard typing",-0.0006572769953052671,"[[17.95, 28.3]]","[[17.957, 28.3]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,140,esc_test_10017_v1.wav,clapping followed by dog,-0.028169014084507116,"[[17.65, 28.3]]","[[17.65, 28.0]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,142,esc_test_10017_v1.wav,"clapping, and then dog",-0.028169014084507116,"[[17.65, 28.3]]","[[17.65, 28.0]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,148,esc_test_10018_v1.wav,sea waves followed by vacuum cleaner,-0.031818181818181634,"[[17.65, 28.3]]","[[17.65, 28.65]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,149,esc_test_10018_v1.wav,vacuum cleaner followed by sea waves,-0.002808988764044895,"[[2.0, 12.65]]","[[1.97, 12.65]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,150,esc_test_10018_v1.wav,"sea waves, and then vacuum cleaner",-0.031818181818181634,"[[17.65, 28.3]]","[[17.65, 28.65]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,151,esc_test_10018_v1.wav,"vacuum cleaner, and then sea waves",-0.3217424531906763,"[[2.0, 12.65]]","[[1.957, 12.659], [17.659, 22.659]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,152,esc_test_10019_v0.wav,chainsaw followed by vacuum cleaner,-0.45609756097560983,"[[2.2, 11.75]]","[[2.0, 11.75], [14.75, 25.0]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,154,esc_test_10019_v0.wav,"chainsaw, and then vacuum cleaner",-0.45609756097560983,"[[2.2, 11.75]]","[[2.0, 11.75], [14.75, 25.0]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,157,esc_test_10019_v1.wav,vacuum cleaner followed by chainsaw,-0.5080831408775981,"[[2.0, 12.65]]","[[2.0, 12.65], [17.65, 28.65]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,158,esc_test_10019_v1.wav,"chainsaw, and then vacuum cleaner",-0.09574871892199649,"[[2.0, 12.65], [17.65, 28.3]]","[[1.957, 28.302]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,181,esc_test_10022_v1.wav,thunderstorm followed by fireworks,-0.002808988764044895,"[[2.0, 12.65]]","[[1.97, 12.65]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,183,esc_test_10022_v1.wav,"thunderstorm, and then fireworks",-0.00402132236042263,"[[2.0, 12.65]]","[[1.957, 12.65]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,185,esc_test_10023_v0.wav,thunderstorm followed by clapping,-0.004878048780488031,"[[14.95, 25.0]]","[[14.9, 24.9]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,186,esc_test_10023_v0.wav,"clapping, and then thunderstorm",-0.009568707991038039,"[[1.5, 11.8]]","[[1.5, 11.9]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,187,esc_test_10023_v0.wav,"thunderstorm, and then clapping",-0.00975609756097573,"[[14.9, 25.0]]","[[14.9, 24.9]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,190,esc_test_10023_v1.wav,"clapping, and then thunderstorm",-0.0046948356807512415,"[[17.65, 28.25]]","[[17.65, 28.2]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,191,esc_test_10023_v1.wav,"thunderstorm, and then clapping",-0.002808988764044895,"[[2.0, 12.65]]","[[1.97, 12.65]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,193,esc_test_10024_v0.wav,crying baby followed by clapping,-0.09756097560975607,"[[14.8, 25.0]]","[[14.8, 24.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,195,esc_test_10024_v0.wav,"crying baby, and then clapping",-0.09756097560975607,"[[14.8, 25.0]]","[[14.8, 24.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,197,esc_test_10024_v1.wav,crying baby followed by clapping,-0.0028169014084507005,"[[2.25, 12.2]]","[[2.25, 12.17]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,199,esc_test_10024_v1.wav,"crying baby, and then clapping",-0.0028169014084507005,"[[2.25, 12.2]]","[[2.25, 12.17]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,209,esc_test_10026_v0.wav,thunderstorm followed by sea waves,-0.00487804878048792,"[[14.75, 25.0]]","[[14.8, 25.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,211,esc_test_10026_v0.wav,"thunderstorm, and then sea waves",-0.00487804878048792,"[[14.75, 25.0]]","[[14.8, 25.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,216,esc_test_10027_v0.wav,keyboard typing followed by rooster,-0.2682926829268293,"[[1.5, 11.75]]","[[1.5, 9.0]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,217,esc_test_10027_v0.wav,rooster followed by keyboard typing,-0.09268292682926815,"[[14.75, 24.75]]","[[15.75, 24.8]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,218,esc_test_10027_v0.wav,"keyboard typing, and then rooster",-0.1707317073170732,"[[1.5, 11.75]]","[[1.5, 10.0]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,219,esc_test_10027_v0.wav,"rooster, and then keyboard typing",-0.019512195121951126,"[[15.75, 25.0]]","[[15.75, 24.8]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,223,esc_test_10027_v1.wav,"rooster, and then keyboard typing",-0.0008416721219489665,"[[1.957, 11.855]]","[[1.957, 11.846]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,224,esc_test_10028_v0.wav,crying baby followed by fireworks,-0.00487804878048792,"[[1.5, 9.25]]","[[1.5, 9.2]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,225,esc_test_10028_v0.wav,fireworks followed by crying baby,-0.004854368932038944,"[[14.75, 25.0]]","[[14.7, 25.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,226,esc_test_10028_v0.wav,"crying baby, and then fireworks",-0.00487804878048792,"[[1.5, 9.25]]","[[1.5, 9.2]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,236,esc_test_10029_v1.wav,rooster followed by thunderstorm,-0.0046948356807512415,"[[17.65, 28.25]]","[[17.65, 28.2]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,237,esc_test_10029_v1.wav,thunderstorm followed by rooster,-0.0022419159149653645,"[[2.0, 10.5]]","[[1.97, 10.5]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,238,esc_test_10029_v1.wav,"rooster, and then thunderstorm",-0.0046948356807512415,"[[17.65, 28.25]]","[[17.65, 28.2]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,239,esc_test_10029_v1.wav,"thunderstorm, and then rooster",-0.0022419159149653645,"[[2.0, 10.5]]","[[1.97, 10.5]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,249,esc_test_10031_v0.wav,sea waves followed by keyboard typing,-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,251,esc_test_10031_v0.wav,"sea waves, and then keyboard typing",-0.024390243902439046,"[[14.75, 25.0]]","[[14.75, 24.75]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,252,esc_test_10031_v1.wav,keyboard typing followed by sea waves,-0.008595641646489072,"[[7.65, 28.3]]","[[7.65, 28.65]]","[[17.65, 28.3]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,258,esc_test_10032_v0.wav,"crying baby, and then rooster",-0.32464734903759307,"[[1.6, 9.6]]","[[1.6, 9.6], [14.75, 17.6], [20.15, 24.6]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,261,esc_test_10032_v1.wav,rooster followed by crying baby,-0.0009231047162059358,"[[2.35, 12.65]]","[[2.355, 12.655]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,263,esc_test_10032_v1.wav,"rooster, and then crying baby",-0.3951917057902974,"[[2.35, 12.65]]","[[2.355, 12.655], [17.655, 22.655], [23.655, 26.0]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,266,esc_test_10033_v0.wav,"chainsaw, and then fireworks",-0.5,"[[1.5, 11.75]]","[[1.5, 11.75], [14.75, 25.0]]","[[1.5, 11.75]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,289,esc_test_10036_v0.wav,keyboard typing followed by dog,-0.09756097560975607,"[[14.75, 25.0]]","[[14.75, 24.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,291,esc_test_10036_v0.wav,"keyboard typing, and then dog",-0.09756097560975607,"[[14.75, 25.0]]","[[14.75, 24.0]]","[[14.75, 25.0]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,317,esc_test_10039_v1.wav,vacuum cleaner followed by rooster,-0.002424587364826314,"[[2.0, 19.5]]","[[2.0, 19.57]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,relation,sft_seed0,rbee_seed0,319,esc_test_10039_v1.wav,"vacuum cleaner, and then rooster",-0.002424587364826314,"[[2.0, 19.5]]","[[2.0, 19.57]]","[[2.0, 12.65]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,4,eXQYEfqCU08_38_68.wav,train horning,-0.024499999999999966,"[[0.0, 4.0]]","[[0.0, 3.902]]","[[0.0, 4.0]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,6,Knhb_BCn5Bc_55_75.wav,church bell ringing,-3.91427447831022e-05,"[[0.0, 19.957]]","[[0.0, 19.97]]","[[11.4, 12.6]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,12,THhP1idrWXA_0_60.wav,people coughing,-0.10136363636363555,"[[37.802, 40.0]]","[[37.874, 38.874]]","[[37.8, 39.4]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,17,b62RgDBmly8_0_50.wav,male singing,-0.0006213297154907815,"[[26.291, 49.902]]","[[26.235, 49.902]]","[[39.2, 45.4]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,31,ebRLSVHIGEE_10_50.wav,thunder,-0.024875621890547255,"[[0.0, 33.5]]","[[0.0, 3.0], [17.0, 33.0]]","[[2.6, 4.1]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,37,SUFOgc9Pkd8_0_25.wav,dog barking,-0.00025545067886001416,"[[5.855, 8.509]]","[[5.855, 8.51]]","[[5.9, 6.7], [7.3, 8.3]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,39,AJttSbZwVew_0_42.wav,driving motorcycle,-0.010303030303029925,"[[38.701, 41.902]]","[[38.735, 41.902]]","[[38.7, 42.0]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,61,EyAkVnhBJuU_28_78.wav,horse clip-clop,-0.0038679418733327253,"[[0.0, 7.791]]","[[0.0, 7.0]]","[[0.0, 7.4]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,84,GVGw7gumeSI_200_260.wav,baby babbling,-0.004239615516650419,"[[37.874, 43.874]]","[[37.874, 43.51]]","[[38.0, 43.7]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,86,buK45NW_ikI_120_180.wav,baby crying,-0.08935506348492134,"[[5.457, 7.457], [11.124, 13.124]]","[[5.457, 7.0], [11.124, 13.0]]","[[5.5, 6.2], [7.1, 7.8], [8.8, 9.3], [11.2, 12.0], [12.9, 13.3]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,93,eNUpTV9BGac_380_420.wav,bird chirping,-0.011840228245363793,"[[15.874, 22.51]]","[[15.957, 22.51]]","[[15.5, 22.5]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,96,p7k7ivFz-ko_10_70.wav,bull bellowing,-0.001681412812442773,"[[4.235, 24.235]]","[[4.235, 24.513]]","[[4.7, 7.1], [14.9, 20.3], [22.7, 24.3]]"
RBEE_minus_SFT_seed0,public,sft_seed0,rbee_seed0,109,2QmpHws37pM_240_300.wav,dog howling,-0.014533401325853845,"[[50.0, 56.5]]","[[50.0, 53.5]]","[[50.2, 51.7], [23.8, 24.7], [55.8, 56.3], [53.0, 53.9]]"
